projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
c8a7eb7e4bfe0ce18e608bdf82636452,b96e58fd0e4190cdb697d93d803fa4b8,750d408a73f2486b54ec26a7eb076f68,150003000005,21.381649,-157.741127,Kailua,HI,96734,suburban,Windward Oahu School District,Honolulu,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,,,Supplies,moderate poverty,Grades PreK-2,30.00,780.34,918.05,190,f,f,2013-09-14
03f664059000c86c18809b011221d393,9a13ae480a6ae2f8e20d84a54ec54569,0f3353ddc732161c1dbba446c4331178,181134001304,40.500040,-86.916228,W Lafayette,IN,47906,suburban,Tippecanoe School District,Tippecanoe,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,30.00,413.32,486.26,23,f,f,2013-09-14
8d1e36563090cdd8b647178fc588d959,5de61231a34d96109ba502f0c93ff5fb,6f824d1d76e22f8659bdc9e2b3618bcd,063462005757,38.666902,-121.294588,Citrus Hts,CA,95621,suburban,San Juan Unified School Dist,Sacramento,f,t,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,moderate poverty,Grades PreK-2,30.00,618.43,727.56,62,f,f,2013-09-14
73ba1b7cc58bc3c0dedd90acfc1480a8,f20c5ae87f527620f853c35860a62bee,1782ccbc6f5dba700e9c51b7482a12a6,060002910590,33.551912,-117.148066,Murrieta,CA,92563,,Murrieta Valley Unif Sch Dist,Riverside,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Other,moderate poverty,Grades 6-8,30.00,357.17,420.20,200,t,f,2013-09-13
c9b5e80c8aedb70624040949c7b865c4,174f792e9a5be1f866d19465d55f0391,2acda8dac40e08fa7de531900e557d08,062271003328,34.262638,-118.457481,Mission Hills,CA,91345,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 3-5,30.00,368.59,433.64,68,t,f,2013-09-13
36ff5c7fd450f4615522a758bd325d97,75b66aef4123b87a2b584e93b7900c21,9f5fe063753fefa534e28b16e149b0e4,040342000272,33.516743,-112.201774,Glendale,AZ,85301,urban,Glendale Elem Sch Dist 40,Maricopa,f,f,t,f,f,f,Ms.,f,f,Health & Life Science,Math & Science,Extracurricular,Applied Learning,Supplies,highest poverty,Grades PreK-2,30.00,899.78,1058.56,200,f,f,2013-09-13
0cd00944bd547d51e2f4406cc206e7a0,d2f258c34f5c26f388186b3d83a3ab95,a0f86bceebd12cb3385ca88970f78892,481623001266,32.740009,-96.844955,Dallas,TX,75208,urban,Dallas Ind School District,Dallas,f,t,f,f,f,f,Mrs.,f,f,College & Career Prep,Applied Learning,Other,Applied Learning,Supplies,highest poverty,Grades 6-8,30.00,217.03,255.33,100,t,f,2013-09-13
ac5471b77fbe7312d1b036d47b14c386,bcbb1445cb44eadb2ee127d95e412ccd,d979b324ce911f55b20d5d09465d7fca,060363000290,35.339313,-118.995813,Bakersfield,CA,93307,urban,Bakersfield City Sch Dist,Kern,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 3-5,30.00,922.48,1085.27,55,f,f,2013-09-13
a2b35e1399ecf3f886de0fd9f2a2e037,115d6a2e20d7037ec6879cf0faaa9bbe,573f9de6e43b73dcb3b74fa4a0daa868,201287000456,38.718391,-95.086235,Wellsville,KS,66092,rural,Wellsville Unif Sch Dist 289,Franklin,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Technology,moderate poverty,Grades 9-12,30.00,452.98,532.92,50,f,f,2013-09-13
9fc444ef655fd95e278c3496a7e1583b,f5388aa5cde9cd2a93a1720313ac5a3c,575596b26aa89f4d64d19e89bcbd8d10,360007702076,40.744175,-74.000176,New York,NY,10011,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,30.00,211.40,248.71,28,t,f,2013-09-13
f5a7d589c0592bbd928317b656237d3a,3972c89cd9a22f4acefb69f125a299ea,cd3ab3fbb8ea4f6a16b6712e5117d1f2,061473001803,33.863991,-117.931419,Fullerton,CA,92832,urban,Fullerton School District,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,1723.84,2028.05,24,f,f,2013-09-13
7b43e9cc47e73eaa14c39c822c523b5c,0fccb8127648789a6e5376171bdddffc,7af7613f7d551daed3c5784023e70e75,421899004727,40.096231,-74.970954,Philadelphia,PA,19154,urban,Philadelphia City School Dist,Philadelphia,f,f,f,f,f,f,Mrs.,f,f,Early Development,Applied Learning,,,Supplies,high poverty,Grades PreK-2,30.00,332.98,391.74,30,t,f,2013-09-13
210e6ebaa3750aafc5265b24708e51ed,073987942d6f333f5e2a63542c4111ab,e5cc56dfaa02655646831867708a5cc1,481686001459,32.582188,-96.869163,Desoto,TX,75115,suburban,Desoto Ind School District,Dallas,f,f,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades 9-12,30.00,139.70,164.35,210,f,f,2013-09-13
ab4aaeb675108da79a443d0ae0c98793,b64d3e7935a6b7865cf6e0242061e1fd,119bc4600b757ab0da78f5f4cfa9eb47,420007700554,39.996441,-75.075211,Philadelphia,PA,19137,urban,Philadelphia City School Dist,Philadelphia,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,30.00,712.07,837.73,24,t,f,2013-09-13
f6f5cb8adc6b05f7b28ee2f6715dc994,d6c1cc2918be9e70f8d57656d566e062,710c9e2934cc5cdec12c35e0c42ab887,450228000485,33.387012,-79.381424,Georgetown,SC,29440,,Georgetown Co School District,Georgetown,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 9-12,30.00,680.93,801.09,115,f,f,2013-09-13
1663d3f52497871816ceb538b7be6097,928952885beb197d6e6774a62b78ffa4,938928c383df582c22730596c701bf9c,490021000157,40.867327,-111.918162,Woods Cross,UT,84010,suburban,Davis School District,Davis,f,f,f,f,f,f,Mr.,f,f,Environmental Science,Math & Science,,,Technology,moderate poverty,Grades 9-12,30.00,578.72,680.85,180,f,f,2013-09-13
838a2b1aec356e14154cbc35ad95f778,57638d199e5be28c0530625f8495eb18,9f0de7ecd37daa186625253bd4190749,062271010881,34.010367,-118.268408,Los Angeles,CA,90011,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mr.,f,f,Environmental Science,Math & Science,,,Supplies,highest poverty,Grades 3-5,30.00,421.51,495.89,30,t,f,2013-09-12
c5e566e3ec7ed1a0a111623e490ebc43,1c7e245dcabb95d371384eec92ab8e72,05abda0e2ae333ba3070aa1e2528ddcb,010060000271,32.800989,-85.181578,Valley,AL,36854,,Chambers Co School District,Chambers,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Foreign Languages,Literacy & Language,Supplies,highest poverty,Grades 9-12,30.00,836.19,983.75,200,t,f,2013-09-12
7f46cdb544da7eed5a340617713204f6,a3cb1611f62fa6be8e8a5fc7c24a495d,5de128471aef018edbef7d583ce06937,360009802464,40.740456,-73.918762,Woodside,NY,11377,urban,New York City Dept Of Ed,Queens,f,f,f,f,f,f,Ms.,f,f,ESL,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades 3-5,30.00,434.43,511.09,60,t,f,2013-09-12
c427539afb5c17fe157f662c9fce431e,7671d87b83874ef24f59f71f0b394a8b,6c845a8164e16d36b09bb11f8bc06b17,062271002868,34.044106,-118.462845,Los Angeles,CA,90025,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Other,highest poverty,Grades 3-5,30.00,274.93,323.45,11,t,f,2013-09-12
d9430ae402a99b8681fe88742170b4a1,83da1b1d537faa0d23203a89c669cbb3,67afc9cd1fa6efc7cc73dbc60740cb72,120018000267,26.274116,-80.229814,Coral Springs,FL,33065,suburban,Broward Co Public Schools,Broward,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,489.55,575.94,18,t,f,2013-09-12
832b0e40c14db11278d215fe5bc007d0,32b781635844a5fa12273a280b0c7f76,1081c3aefb92e29f665bff1c56b57d20,551236001642,42.745913,-87.812619,Racine,WI,53404,urban,Racine Unified School District,Racine,f,f,f,f,f,f,Mrs.,f,f,Early Development,Applied Learning,Gym & Fitness,Health & Sports,Supplies,highest poverty,Grades PreK-2,30.00,368.69,433.75,90,f,f,2013-09-12
cf4badf379488342dff6e590a19275fd,d6b043e75f2c62a589f0e058ec753125,baeb430716bb3dadd13d30d2804408b4,490042001353,40.495153,-112.061493,Herriman,UT,84096,,Jordan School District,Salt Lake,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 3-5,30.00,808.50,951.18,25,f,f,2013-09-12
ca621045fc07ff052a4017b548e10482,1e605d702ddabb1fdc178e6051aa8114,084b75d29d68ff2404d2835395a49be8,010237000927,30.543839,-88.093681,Mobile,AL,36605,urban,Mobile Co Public School Dist,Mobile,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 3-5,30.00,222.64,261.93,26,f,f,2013-09-11
8e220eeb564f007ad41a8f7e7c6af4bd,0e8c361a1df893fc45ad388e708cb81b,c412911c390c27f01820dac5e375d139,110003000100,38.923870,-77.039032,Washington,DC,20009,urban,Dc Public Schools,District Of Columbia,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,363.24,427.34,20,f,f,2013-09-11
12c4a59889bd2c607cda7c11b822dafb,72efa7a37921c4175fccf900bd4078e9,684f370f721e6b2527ca2d404becb9d7,090495001038,41.261242,-72.940308,West Haven,CT,06516,suburban,West Haven Public Schools,New Haven,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,30.00,730.58,859.51,25,f,f,2013-09-11
28d8d1e859d6bc8e74bb5b78d6d00980,7cbb7822bfe92298d19eda9e244612f4,1dd39cb1473ff6fcbf9ca124772bffec,120144005018,28.485428,-81.444901,Orlando,FL,32811,urban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Other,Applied Learning,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 3-5,30.00,192.39,226.34,21,t,f,2013-09-10
299dc0e047c3804cfc871cea89b2bb76,ece7d8f73561a65a4437f0c3e692cf91,e172ee5cd4a99887f9b55fb7b509173d,230732000196,44.108318,-70.158424,Lewiston,ME,04240,urban,Lewiston Public Schools,Androscoggin,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,30.00,486.15,571.94,20,f,f,2013-09-10
f5be6a639a6b6c9ff55c52d176b610ee,e6ad539be73a3131fd337b04a334a21c,e0a162117c7c33c3030b5d901640f111,020018000094,61.166271,-149.836742,Anchorage,AK,99507,urban,Anchorage School District,Anchorage,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,30.00,558.99,657.64,400,f,f,2013-09-10
b6d0cb1ed9b8482104ad4715eba490bc,a9a0153d26c56820eca9a685954979e5,2817adb85a6d45cd370de9e85213c9a5,180882001462,39.682575,-86.119576,Indianapolis,IN,46227,urban,Msd Perry Twp,Marion,f,f,f,f,f,f,Mrs.,f,f,Civics & Government,History & Civics,ESL,Literacy & Language,Technology,highest poverty,Grades 6-8,30.00,376.94,443.46,600,f,f,2013-09-09
0afe92515cacef471cafbd42882a138c,0b3ac879057a5b6a23e1e9807df8c374,b7cde3a7b02adb69da4df84b8dce0d9a,120009000040,30.198860,-85.838388,P C Beach,FL,32407,,Bay Co School District,Bay,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,649.14,763.69,18,t,f,2013-09-09
67a851fdf515a12cb6305fc6fc49cd12,56cd8df8516fc1e1ba91d62c5ab6945e,9972656650dd8b3afe1f450abfeb0474,510402001774,37.273806,-76.704328,Williamsburg,VA,23185,suburban,Williamsburg-james City Co SD,JAMES CITY,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Technology,moderate poverty,Grades 3-5,30.00,508.88,598.68,17,f,f,2013-09-09
555ecaf756323f31bd0f0ff4f82e42f9,f65b0335e020a96bc11fb72dfb12dc24,194785c87ffa55a5e6384915f89ed96f,080234000085,39.667681,-104.802972,Aurora,CO,80013,urban,Aurora Public School District,Arapahoe,f,f,t,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,30.00,325.21,382.60,27,t,f,2013-09-09
dc82f8a97c60c803d27db7d432eaebb1,3cdcde63937177382addb516dd47e82f,332aa9785edb35edb5a6001cd5b66713,"",40.715400,-111.950687,W Valley City,UT,84119,suburban,Utah Department of Education,Salt Lake,t,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,ESL,Literacy & Language,Technology,moderate poverty,Grades 6-8,30.00,2275.50,2677.06,600,f,f,2013-09-09
539776d6672a46f22704c3c1b34a84e3,3e699b47699a4755e6ef6473072d7627,d0efddd822d0717ba1dc0fef022609bd,080441001989,40.439027,-104.791916,Greeley,CO,80634,urban,Weld Co SD Re-6 Greeley,Weld,f,f,f,f,f,f,Mrs.,f,f,Music,Music & The Arts,,,Technology,high poverty,Grades 3-5,30.00,851.01,1001.19,620,f,f,2013-09-09
ad7f42dee447e2d8e874466ed5bafa84,f5ae9e0a9d9e7a03fb3456d1e7d392a9,74c40423f97ee4c62896585db7f95543,061233012274,38.400618,-121.401221,Elk Grove,CA,95757,rural,Elk Grove Unif School District,Sacramento,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Technology,high poverty,Grades 9-12,30.00,694.58,817.15,75,t,f,2013-09-08
c8314f4afd523bfb4d85982e7ff8c1ba,914f0ed76f3156327cb8dd6494a84ee0,00d67d8322a878f59d085926cea90079,"",30.429142,-90.198980,Madisonville,LA,70447,suburban,St Tammany Parish Sch District,St Tammany,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Technology,high poverty,Grades 3-5,30.00,947.96,1115.25,60,f,f,2013-09-08
2244cbcc143faf65c2d0f8f8de93ab73,a6dd4d15710cc06155f96e6fb0017695,21d7e3c7c60739959219712154cf1a18,420996004242,40.348056,-80.281167,Mc Donald,PA,15057,suburban,Ft Cherry School District,Washington,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,,,Other,moderate poverty,Grades 9-12,30.00,856.18,1007.27,130,f,f,2013-09-08
9345e53c8addd068cf26ecb783de4614,2a1ac16ea9cb57d121eaf202c51c1fc8,f938379d070db973dd44a2552b14565e,481164000638,32.297087,-95.650350,Brownsboro,TX,75756,rural,Brownsboro Ind School District,Henderson,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Economics,History & Civics,Technology,high poverty,Grades PreK-2,30.00,507.33,596.86,25,f,f,2013-09-08
2dd213858a46e030899e2f1bcd811f40,444e86a84779e161c76802128aa978f1,9831969d099a5c6952df27af2135683e,060002009282,37.668294,-121.873397,Pleasanton,CA,94566,urban,Pleasanton Unified School Dist,Alameda,f,f,f,f,f,f,Mrs.,f,f,Social Sciences,History & Civics,,,Technology,low poverty,Grades 9-12,30.00,1407.60,1656.00,900,f,f,2013-09-08
2eeb9f6d7b07b62678d47774602da645,7ef80a640ec3daad3b4ea3698e507fdc,e15410750a59ceb60942dd6cdd5fb8c3,481540006384,28.436156,-99.239575,Cotulla,TX,78014,,Cotulla Ind School District,La Salle,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,30.00,384.24,452.05,18,f,f,2013-09-08
064bf166b066c7c8a6dfd12481cd0e02,383fd49bfd110d0d7d36b9ef0e3de29b,2ca97ee214b92e90c9f155e4dbe6eaa9,170993000926,41.918892,-87.748614,Chicago,IL,60639,urban,Fullerton Elem Network,Cook,f,f,f,t,f,f,Ms.,f,f,Extracurricular,Applied Learning,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,30.00,288.68,339.62,6,t,f,2013-09-08
73fb29b0cd1dfb8d65b574b4c3c087c8,fd0b5ed516ebad960b7b11e0e99227bc,50f28016778c0f73f3435c1f40f3f989,360008502505,40.822548,-73.853290,Bronx,NY,10473,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,History & Geography,History & Civics,Other,highest poverty,Grades 3-5,30.00,205.23,241.45,32,f,f,2013-09-08
a982eace4b69aaf14881c3c9bd41157a,a031cc4f7245b98424639955f333e7c8,eb6b0fd10e842569cd73b8227deb8c63,180477002277,39.845810,-86.126610,Indianapolis,IN,46205,urban,Indianapolis Public Sch Dist,Marion,f,t,f,f,f,f,Mrs.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 6-8,30.00,443.24,521.46,500,t,f,2013-09-08
02a03a415bc2d4bd71b192d0d587d844,65e07f543013ef31864daeb74c055aeb,27b5a6b025948cee963545e40371aee9,370001100422,35.055297,-78.962031,Fayetteville,NC,28314,urban,Cumberland Co School District,Cumberland,f,f,f,f,f,f,Mrs.,f,f,Other,Applied Learning,Performing Arts,Music & The Arts,Technology,highest poverty,Grades 3-5,30.00,308.56,363.01,523,t,f,2013-09-08
d6ed5567d417b65ab16a92b7ec5f7c9b,4b017b77299d4dcf9b5149d861acdaaf,16a18339fd51626635d233b77a172f31,062403003615,38.007954,-122.094257,Martinez,CA,94553,suburban,Martinez Unified School Dist,Contra Costa,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Technology,high poverty,Grades 3-5,30.00,347.90,409.29,12,f,f,2013-09-08
41de3ba92be7b62d1a912c48d91eafec,b552f0d4277176b6cb2236c40eeb6ed3,6e9e7418c4586b67f0398cffc3f3b8f4,484401008312,32.763134,-96.581474,Mesquite,TX,75149,suburban,Mesquite Ind School District,Dallas,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 6-8,30.00,817.60,961.88,200,t,f,2013-09-08
e80467ae5184be9f129941e9f4bfceb8,133a702f3f1fd049fecbb9e23474802a,f9b23493c188e6ac7e11ed4da0dddfe8,180477000890,39.790356,-86.208855,Indianapolis,IN,46222,urban,Indianapolis Public Sch Dist,Marion,f,t,f,f,f,f,Mrs.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades 3-5,30.00,646.07,760.08,600,t,f,2013-09-07
44c70001060c83f729189fb3247f7a9e,e5aca318e91c11dafe6a6be241d1f30c,f0c6b5acf8aed86a2b5963e541d5770a,"",45.497753,-122.628380,Portland,OR,97202,urban,Oregon Dept of Education,Multnomah,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,high poverty,Grades 9-12,30.00,785.99,924.69,200,f,f,2013-09-07
06d971e28dfb8a7ed26a94d3814c7d58,f010a0559d11379a8bb7599358cc0b4d,af3e171132f6f9c43f72c711c25fa397,220084000656,29.865599,-90.054116,Harvey,LA,70058,suburban,Jefferson Parish Pub Sch Dist,Jefferson,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,30.00,593.24,697.93,60,t,f,2013-09-07
81211b914e787944d4cfe68ed757b36a,0d3a4d7cf7242595ef7144333909664a,9557ff43390017e3533843b7a0d51a8e,061470004526,35.391069,-119.105828,Bakersfield,CA,93312,urban,Fruitvale School District,Kern,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,30.00,703.87,828.08,25,f,f,2013-09-07
d58d59eaac26238f5145fef7fbe63005,3ca6a73f6ae8c9b3a31b66d24833b0f8,952f48b2b977612fdf28565d464a5d2b,450372001066,33.958904,-80.465691,Sumter,SC,29154,suburban,Sumter Co Schools,Sumter,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30.00,335.52,394.73,21,f,f,2013-09-07
32e7703a013b4d27acfd85e5b7208325,e29a5c73d0feb2d9fae09df9bfd8c17b,b38c155c2ab1e2f15baa030e652e2af1,062772004193,38.108372,-122.614296,Novato,CA,94947,suburban,Novato Unif School District,Marin,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Technology,low poverty,Grades 3-5,30.00,1130.96,1330.54,30,f,f,2013-09-07
68a64b19088be9da0f810c239e7bdf4f,1ee03a7e5e44fe754a3f43520aed7eda,c2edf0c21a576b218e5277292ce9419e,280336000648,30.399093,-88.781661,Ocean Springs,MS,39564,suburban,Ocean Springs School District,Jackson,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Books,high poverty,Grades PreK-2,30.00,281.22,330.85,60,f,f,2013-09-07
51abda05f0abd33343d09d85410aca17,f1bda53ca07d5f5e9602ffe4e3b7f48b,cd2ad4d6b53486a336e79da203ba5829,120123004111,27.485804,-82.446770,Bradenton,FL,34212,rural,Manatee Co School District,Manatee,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Other,high poverty,Grades PreK-2,30.00,267.45,314.65,36,t,f,2013-09-07
515e364bd0db9bd11f4d0bedc99c0275,72da542d1f45127b9c39d4072227ea8e,f7e1b815c774766d09fa06c41f962c0d,370297001280,35.255314,-80.897646,Charlotte,NC,28208,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,30.00,403.07,474.20,40,t,f,2013-09-07
da2ab3a56405e07ab2cbe37e89aa8a71,700d7dcd3b980a14f8dddb25a1ab73b2,cbdfc568f326f212b077fdbe60363fef,061674002110,37.637979,-122.107176,Hayward,CA,94545,urban,Hayward Unified School Dist,Alameda,f,f,f,f,f,f,Mrs.,f,f,Sports,Health & Sports,Gym & Fitness,Health & Sports,Supplies,high poverty,Grades 3-5,30.00,664.62,781.91,300,f,f,2013-09-07
070bf0a091419c9e5a99d5d51f7f637b,94354984f75d2ca5b1b2b4e390880068,0c68a5ea387b74570d95f345942e4dce,062271003467,34.058692,-118.314435,Los Angeles,CA,90005,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades PreK-2,30.00,486.89,572.81,27,t,f,2013-09-07
d27638dbb69e9d4c4492bd3131c93bf9,eed3292b0efa1f8dbd8b0ca2b3b433cc,c5521e9cd58337b9a57e2b8acdc8062f,210186002207,38.018322,-84.432660,Lexington,KY,40509,urban,Fayette Co Public Schools,Fayette,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,30.00,447.99,527.05,23,f,f,2013-09-07
a30156927b9c29dfb24384182d95a8a4,d296ee1f63746252d2d108a348adcd86,d9fbe60198b3661235d667adf65fc52a,051443001176,35.228586,-90.784088,Wynne,AR,72396,,Wynne School District 9,Cross,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Extracurricular,Applied Learning,Books,high poverty,Grades 9-12,30.00,382.26,449.72,835,f,f,2013-09-07
b2b06638857cb300d9e3c4565fce7402,777ec7d5b5f7bca8104293176e364e3e,0abb7339b55c4778c1e247489819b2fe,130387001445,32.512798,-84.985832,Columbus,GA,31904,urban,Muscogee Co School District,Muscogee,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,399.71,470.25,20,t,f,2013-09-07
1a8c9370cbfd2bf9dcb126e173022945,d83a83d1be505a2e0d8b594f72142e9d,241a5ac19c971db5b205732bbf45987e,360009005679,40.836826,-73.887688,Bronx,NY,10460,urban,New York City Dept Of Ed,Bronx,f,f,f,t,f,f,Ms.,f,f,Community Service,Applied Learning,Health & Wellness,Health & Sports,Technology,highest poverty,Grades 6-8,30.00,364.60,428.94,90,t,f,2013-09-06
d3ee901cad785f1596fe3c5a94b369fa,449a953a3bea3ae777d45002b0d9fc9f,8019b89975636a75e0f8afaac6d2df01,261200004670,42.384583,-83.112703,Detroit,MI,48206,urban,Educational Achievement System,Wayne,f,t,f,f,f,f,Mr.,t,f,Mathematics,Math & Science,Special Needs,Special Needs,Technology,highest poverty,Grades 9-12,30.00,172.08,202.45,200,f,f,2013-09-06
2d50af7b6a3fdbebf9805c596b8323ec,31f319f2195d4b208448f780af29f5d2,f1bc580c028876625dbf6fc0246ea428,170993001147,41.963824,-87.691374,Chicago,IL,60625,urban,Ravenswood-ridge Elem Network,Cook,f,t,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 6-8,30.00,643.14,756.64,60,f,f,2013-09-06
dc3af6176a0136a0f096f7feacd8a585,efe32a24652a6adfd9d30f957d43195e,b431bf523e77c62f4d943ed04cb74066,130000100643,33.021993,-85.045474,Lagrange,GA,30240,,Troup Co School District,Troup,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,30.00,606.13,713.09,75,t,f,2013-09-06
6dd789b53a050b45185d143db2ad5306,f0921081ff89d9f446679dbddda8f0d0,2658bbe628c43cf771270479c76a8126,061674002124,37.625178,-122.090671,Hayward,CA,94545,urban,Hayward Unified School Dist,Alameda,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,,,Technology,high poverty,Grades 9-12,30.00,476.48,560.56,125,f,f,2013-09-06
c8d697806d431cfae77a26b33be38f9c,eed8551454c3b78bcf95f9cabc226533,a435a9bb1e4fdc7e354655e82a0812ad,061668008503,33.916283,-118.336473,Hawthorne,CA,90250,suburban,Hawthorne School District,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,30.00,434.79,511.52,36,f,f,2013-09-06
62fb515375957995154d2533f463261d,53aa7dbf34e1c50bf8ae1381b1ecfa46,e69ec5f5d6362f5628c0dd8a5f1168c2,292280001286,39.237763,-94.570331,Kansas City,MO,64118,,North Kansas City Schools 74,Clay,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Visual Arts,Music & The Arts,Supplies,high poverty,Grades 9-12,30.00,401.94,472.87,20,t,f,2013-09-06
