resourceid,projectid,vendorid,vendor_name,project_resource_type,item_name,item_number,item_unit_price,item_quantity
d50a6b6c8015bb465552837f2e795e42,d1af6f7b0238027b8f4bdc3573dd2a94,767,Lakeshore Learning Materials,Supplies,GG963X - Help-Yourself Book Boxes - Set of 6,GG963X,39.99,2
8135020deeea74bd24c6d2e830dba100,d1af6f7b0238027b8f4bdc3573dd2a94,767,Lakeshore Learning Materials,Supplies,PP278 - Classroom Supply Caddies - Set of 4,PP278,18.99,1
3d12ebafd398668832820c76eab0b2b4,d1a67be86d6097535181e7d62eda314b,82,Best Buy for Business,Technology,Lenovo - IdeaPad 15.6' Laptop - 4GB Memory - 500GB Hard Drive - Black,BB12463313,329.99,2
a896e796f5286d72f4e61febf81354d1,d17804d622fbd51ee0e1199b62b7a993,767,Lakeshore Learning Materials,Technology,FD236 - AC Adaptor,FD236,9.95,1
0ae23a3737ecd7855fd287d3a7522e22,d17804d622fbd51ee0e1199b62b7a993,767,Lakeshore Learning Materials,Technology,FF325X - Student Cassette Player - Set of 4,FF325X,49.95,1
970b27b87fa68f6901675df8c8de9a11,d17804d622fbd51ee0e1199b62b7a993,767,Lakeshore Learning Materials,Technology,FF335X - Student CD Player - Set of 4,FF335X,149,1
43b38612a22d83cb1ddd49f5b30c487c,d162b8175c3560707e57fc991d7cab13,773,School Specialty,Technology,HEADPHONES 12- 3068AV W/ FOAM-LINED CARRYING CASE,1319261,205.19,1
b0d57ee04a9fc08e751511ac10af0392,d15c7f659a6f246856e840d061187740,82,Best Buy for Business,Technology,Targus Slim Stylus - stylus,BB16580253,12.02,1
ebe458b84297e70348fa855e002eac8c,d15c7f659a6f246856e840d061187740,82,Best Buy for Business,Technology,Apple&#174; iPad&#174; with Retina display Wi-Fi - 4th generation - tablet - iOS 6 - 16 GB - 9.7',BB12424888,499.99,1
44c8250b602f04df88192ab36eb37f24,d15c7f659a6f246856e840d061187740,82,Best Buy for Business,Technology,Targus Versavu Keyboard and Case - keyboard and folio case - with Targus Stylus for Apple iPad (black),BB12214011,88.68,1
2ea2b9e4b70d20a813e0d43fc913ed2f,d1112808bbc7d738417e59cf6a0eeefe,82,Best Buy for Business,Technology,Dell - 21.5' Widescreen Flat-Panel TFT-LCD HD Monitorwith Touch Screen,BB11731150,329.99,1
bd5a8090f4330498c2580b14b6943404,d0f4d1295b2721b4125b7983796931c6,82,Best Buy for Business,Technology,Kindle Fire HD Bundle,BB12425149,199.99,1
fc4c58de2106925a3c2efdcf224f5624,d0f4d1295b2721b4125b7983796931c6,82,Best Buy for Business,Technology,Kindle Fire Bundle,BB12412224,159.99,1
1497b4820d9568cb0f86b7e7e8bc4695,d0e30e1a863ac6ef23086ac326f31e16,82,Best Buy for Business,Technology,Lenovo - 15.6'Laptop - 4GB Memory - 500GB Hard Drive - Black,BB19283414,349.98,2
c2134cb264701aec3a1a038f52d72ef9,d0cf2023cfe24c4dffe3f3d1a44a154d,430,Woodwind and Brasswind,Supplies,Band Director's Special,466019,64.99,1
fa89ae0fc570a473e0d6bec3a861b9bf,d0cf2023cfe24c4dffe3f3d1a44a154d,430,Woodwind and Brasswind,Supplies,Concert Bass Drum Mallet,483786.843,37.99,1
bd562fe09208f8f23796b8dd0954d086,d0cf2023cfe24c4dffe3f3d1a44a154d,430,Woodwind and Brasswind,Supplies,American Classic Hickory Drumsticks,460490.376.074,7.99,4
a9218741bfc96f5f38da4058e2bbeaa0,d0a358d4b89ae1ec4ab2d8146d5fc00a,27,Amazon,Technology,Barnes & Noble Nook Simple Touch eBook Reader (Wi-Fi Only),140053271X,69.47,10
734645f351be58db4b04e85dc13e1f88,d0a358d4b89ae1ec4ab2d8146d5fc00a,27,Amazon,Technology,SquareTrade 2-Year Portable Electronics Protection Plan ($50-75),B008I64R5W,5.98,10
546c2d2505d6737a7e8ae044bf0aca78,d09eeca541cb17cf96f51a3769d2ec57,775,Frey Scientific,Technology,TELESCOPE NEXSTAR 4SE,1016991,637.51,1
5dad2548bb7606488dbaf542541d26d5,d0895b0e6fe6ea4de7e7417c394fbb97,775,Frey Scientific,Technology,EXPL CELLS SLIDE SET/5,70-4004,16.16,1
7bff0c8cd6bb50650ef2c61d4241c015,d0895b0e6fe6ea4de7e7417c394fbb97,775,Frey Scientific,Technology,MICROSCOPE KENA DIGITAL,1321221,233.96,1
b5fe493b318d0141c5f928eff2990b55,d081706aac8560530aea729b292f10ff,82,Best Buy for Business,Technology,Apple&#174; iPad&#174; with Retina display Wi-Fi - 4th generation - tablet - iOS 6 - 16 GB - 9.7',BB12424888,499.99,1
bc569098751b0b2e6a7b2f9740f89d52,d07cf490a51548b7084ddcce7275a7c4,82,Best Buy for Business,Technology,Apple&#174; iPad&#174; mini Wi-Fi - tablet - iOS 6 - 16 GB - 7.9,BB12424779,329.99,1
64e2d02255e279561ffc623634e15f63,d07cf490a51548b7084ddcce7275a7c4,82,Best Buy for Business,Technology,Apple&#174; TV - digital multimedia receiver,BB12202126,99.99,1
3b007836eb2b809dde081520753b9f32,d07cf490a51548b7084ddcce7275a7c4,82,Best Buy for Business,Technology,"Pioneer - A1 Wi-Fi Speaker for Apple®iPod®, iPhone®and iPad®",BB12347361,139.81,1
38ab33d901ec952ae16620791011db42,d07cf490a51548b7084ddcce7275a7c4,82,Best Buy for Business,Technology,Griffin Technology - Survivor Case for Apple®iPad®mini - Black,BB12361478,29.27,1
161ffc94c9986c9fbda3d152d2f84f10,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,LL325 - Money Math Monster Game,LL325,19.95,1
215d2c767922c886719bfebbbc5b937e,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,EE498 - 3-D Geometric Shapes Tub,EE498,19.95,1
32f79c3568550a9d34c0649ee94404bb,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,FF842 - Time Story Problem Flip Book,FF842,12.95,2
2a4bd851f6bdcf72ff76f58ba45615d6,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,JJ393 - Multiplication Bingo,JJ393,9.99,1
6cc27b286ad2173a2b0696a28033318c,d04ea7084887500c1911e1a5364b7c69,773,School Specialty,Supplies,PORTFOLIO JUMBO LT BLUE BX/25,002038,18.44,1
e35cefbfc1e8e8de7e0955635a984348,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,FF547 - 3-In-A-Row Subtraction Multilevel Games,FF547,24.95,1
a42f7b4f8f02fb02c65a9cbfb4ccb2b5,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,BF191 - Hands-On Fraction Tiles - Each Set,BF191,11.95,1
df3b854f2c8017dbdf74ba1812d2ecea,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,FF546 - 3-In-A-Row Addition Multilevel Games,FF546,24.95,1
a45c04f38549ccee288a32e0433f682a,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,FF971 - Wild West Adventure: Operations Word Problem Game,FF971,24.95,1
6b6f6aac6be6dfa08af02e1dd023a5f3,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,FR514 - Pizza Fraction Games,FR514,19.99,1
88c25f0e19ea7dc429c5f0d9a2b43c57,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,BD228 - Word Problem Hot Dots Quiz Cards - Gr. 1-3,BD228,19.99,1
62771e86ad6be24929b141158cd177c4,d04ea7084887500c1911e1a5364b7c69,752,Nasco,Supplies,Judy Clock 6&#45;Pack,SB30248J,26.95,1
d1118558dfaf5abe615f770440cd0420,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,TE433 - Fraction Fun Flash Cards,TE433,7.49,1
b62fd74d429c5d7d2878bccbc97d802a,d04ea7084887500c1911e1a5364b7c69,752,Nasco,Supplies,Color&#45;Coded Judy Clock,SB39529J,19.95,1
6a5288996ebd8e79f7e23f4677a42d3f,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,BD800X - Hot Dots Elementary Math Quiz Cards - Complete Set,BD800X,79.95,1
1b9fc03866984f7104ec1568f1ad0857,d04ea7084887500c1911e1a5364b7c69,767,Lakeshore Learning Materials,Supplies,FF844 - Money Story Problem Flip Book,FF844,12.95,2
601a2a06eb6d409e450602c5de4774db,d02fa1ae8bc3a93b97064f29a575d5bd,27,Amazon,Technology,"Samsung Chromebook (Wi-Fi, 11.6-Inch)",B009LL9VDG,248,1
c650b93e31fe32a7caca3d36673a87e4,cffabf6bd90c5b1909215db2c5317df3,752,Nasco,Supplies,18&#45;ply Badminton Net,PE00426E,21.95,2
0e98e2f062310268744f2c470dc6210c,cffabf6bd90c5b1909215db2c5317df3,752,Nasco,Supplies,Nasco&#8217;s Balloon Badminton,PE07230E,16.95,3
b14b6a66c899be03a856018c5da1f1d1,cffabf6bd90c5b1909215db2c5317df3,752,Nasco,Supplies,Carlton&#174; C9750&#8482; Steel Badminton Racquet,PE07505E,10.25,30
c7f18ee95c17b5bd6a7089c4f4e6079c,cfdea4a223f1a00cadbffb7eecb5e99e,82,Best Buy for Business,Technology,Apple&#174; iPad&#174; mini Wi-Fi + Cellular - tablet - iOS 6 - 16 GB,BB12425219,429.99,1
209052c87b78c4f81a41a6792b4e3c25,cfdea4a223f1a00cadbffb7eecb5e99e,82,Best Buy for Business,Technology,Logitech - Ultrathin Keyboard mini for Apple® iPad® mini - White,BB13854153,86.35,1
b24318acf47011b641a7838882b86d4d,cfdea4a223f1a00cadbffb7eecb5e99e,767,Lakeshore Learning Materials,Technology,CR713 - Common Core Exemplar Text Library - Grades 2-3,CR713,169,1
17c708697f715add54d8aff6b21347c0,cfdd9bd013a308fe34e18a0b33ddd29f,150,CDW-G,Technology,Amazon Kindle Fire HD 7    tablet   Fire OS 3 0   8 GB   7,3154659,137.61,3
08aff61d2f60223a9f1db56b3770dfc6,cfdd9bd013a308fe34e18a0b33ddd29f,150,CDW-G,Technology,Amazon Origami   protective cover for web tablet,3154671,44.54,3
e30ac30f12350169d126e7c5f782d774,cfd64032b894c501d906fb2fc76a9b11,82,Best Buy for Business,Technology,Apple&#174; iPad&#174; mini Wi-Fi - tablet - iOS 6 - 16 GB - 7.9,BB12424790,299.99,1
4164524dbdc43b92ff1d98645f9f044c,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Flight,9780802170378,10.22,1
1dd84cd8d7fd9a37a834d2ba40550a1b,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Strays,9780763643775,5.83,1
385928141402821f0a14cd437a02f7dd,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Captured,9781562548162,3.61,1
30ca5ea3d4c14af257e0f70927522e5c,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Mischief Night,9781442452213,4.37,1
6574ca751a39642f090e2ac149b3f172,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Sweet 15,9780761455844,15.29,1
fc3d50a99421d5415cad359b71e016b1,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,All the Broken Pieces,9780545080934,5.1,1
d8c2e29649df0d8bba8d5f3e7a5ce0de,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Soccerland,9780761462491,6.56,1
6ec77ef42e5807d419b5a5e618184932,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Aftershock,9781416900535,5.1,1
178cfc9b65cbc0557ecfe5dcd73af614,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Beanball,9780547550015,5.83,1
5bddd2e4a2f15214e06e3758102de552,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,The Abused Werewolf Rescue Group,9780152066154,12.4,1
67ff37e4cbb7ffcf13a9bf3db9d03678,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Side Effects,9780312602765,5.83,1
e84c8a9d65acceeb832d8a84f07f6498,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Scrawl,9781250012692,7.29,1
836e161475513d39542b18044b2ff97f,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Tall Story,9780385752336,5.1,1
a79681b9bcb9dd2e16f70309d17fbfe4,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Black Box Julie Schumacher,9780440240648,5.83,1
5e786d68d12cc47389247033a6047e2c,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Firegirl,9780316011709,4.37,1
3979e8c258a6a99d4ff54fa2fa30ced9,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Small Medium at Large,9781599908366,11.67,1
4a6e723f2e6f4dd96712093ab83446fa,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Sleeping Freshmen Never Lie,9780142407806,5.83,1
20213629daffd1b871c5a30264e9a66a,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,All Rivers Flow to the Sea,9780763633721,5.83,1
7da4089efe891f90fbf8b623340b6f4f,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Ask Amy Green,9780763650636,5.1,1
2daec6eab96d0889b905175bf5010ec7,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,8th Grade Super Zero,9780545096768,12.4,1
c7411147ce7cae87d25ffde690ead6fa,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Bystander,9780312547967,5.83,1
b0f144a175756bf22989d5d1fc2d2348,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Unstoppable,9780062089564,12.4,1
98b8e3106e336fd6f831dfa968f64bcc,cfd2f62046d487e5a3ae2544dbcec61c,7,AKJ Books,Books,Bluefish,9780763653347,11.67,1
760bfa91b483fb0bda072ac70083e6c9,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,COMPOSITION BOOK MEAD SQUARE DEAL BLACK MARBLE WIDE-RULED 100/SHT,1438373,1.99,20
0be9a4a070794713c2455c235067a90c,cfc5415e9b8614f583f1ee5a2d234404,178,Quill.com,Supplies,Expo Dry-Erase Surface Cleaners Pop-up Pre-Moistened Towelettes,901-81850,7.19,2
ede1b5e6abff994a284e5f6c6e57c2b8,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,TAPE TRANSPARENT 3/4IN X 36YD SCHOOL SMART - PK/12,1354240,13.1,1
8a680ef1ca7fcd9dd35bef416e261076,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,PAD CHART24X32 1.5'' 25SH,1106573,12.34,2
8649ec24a95d611a6ebbdc8ff9268559,cfc5415e9b8614f583f1ee5a2d234404,178,Quill.com,Supplies,"Dunder Mifflin Copy Paper 8-1/2x11"", Letter Size",901-DMPC18501,41.99,1
c3a4f27285d9080742064417af5fa24a,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,PAPER 16# 3/8 SW/RULE 7X8.5 WHT SCHOOL SMART REAM,085237,4.46,1
e5631dd9c0cd815a99ae34d7178acfc1,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,LOW ODOR DRY ERASE MARKER FINE POINT BLACK,1312771,21.83,1
c76a7f58f4bd1a06710de716a70a0661,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,HILIGHTER ZAZZLE 10ST AST,1095979,14.11,1
a32b4d022189eadb5f49667dc4d3b33e,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,MARKER CRAYOLA CONICAL ASSORTED SET OF 12,024028,4.17,4
e5cb15dacf8d1de9ecd20644caf8f69c,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,ERASERS CAP MULTICOLOR SET OF 100 - SCHOOL SMART,089941,3.79,1
6acdbbf996624b35116a52d65d50a995,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,HIGHLIGHTER CRAYOLA ERASABLE PACK OF 12,1282509,14.81,1
28981dd836bcf74c1c83d1bf52e5e29b,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,MARKER MR. SKETCH SCENTED SET OF 18,408989,12.34,1
7b15551080e9223e867ec92f0f6f9bb3,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,PAPER - TABLET PICTURE STORY CHART 24X16 NEW WRITE WAY 25 SHT-PAD,1400416,3.79,2
b60fce5b415958a01de6bcb277da3350,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,GLUESTICK ELMER'S PURPLE .24OZ 30-PK,081455,13.26,1
e5650aedcf3b3e5df5ef5d2158aa291e,cfc5415e9b8614f583f1ee5a2d234404,178,Quill.com,Supplies,"Post-it Notes Original Cube, 2x2"", Neon and Ultra Colors, 3 Pack",901-20513PK,8.54,1
7ee4d05c20aae61f77c5a462fc01e04e,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,PENCILS DIXON ORIOLE #2 144- ONE GROSS,1370427,18.99,1
e6bec25283af912e3322cc7a7d1275cc,cfc5415e9b8614f583f1ee5a2d234404,178,Quill.com,Supplies,"Baumgarten's Plastibands 4-1/4""L",901-SF6000,7.91,1
d8480ef9c609dc98dab1d39aca581ac8,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,TABLET CHART PICTURE STORY WRITE WAY 24X32 25-SHT PAD,1440266,9.11,2
761a362093e071478077f2c34c92455a,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,ERASER 1 7/8''X3/4''X3/8'' PACK OF 36 - SCHOOL SMART,077354,5.03,1
8d9a2e4de90732723453e9c29b4d81a9,cfc5415e9b8614f583f1ee5a2d234404,773,School Specialty,Supplies,ERASER CAP NEON SMILEY FACE PACK OF 144,336617,5.69,1
b5020f9206d066979b510c1ed987ae20,cfbafb08ebb9033a75c574433dff00f1,767,Lakeshore Learning Materials,Supplies,FF349 - Lakeshore Hardwood Hollow Blocks,FF349,249,1
29f4de96faadeb80832d8aad993b4276,cf77a22a993ab3dd4a6d8a2188d44b98,82,Best Buy for Business,Technology,Barnes&Noble - NOOK HD Tablet with 8GB Memory - Smoke,BB12427572,199.99,1
d2617f15dca4503c22bafca3025fbcca,cf7600530305bcd83886a8d8fedc8f65,767,Lakeshore Learning Materials,Supplies,LL135 - Problem Solving Journal - Gr. 5-6 - Set of 10,LL135,32.95,1
7a7f05afb03c36edb24fa25c4547edad,cf7600530305bcd83886a8d8fedc8f65,767,Lakeshore Learning Materials,Supplies,LL125 - Problem Solving Journal - Gr. 3-4 - Set of 10,LL125,32.95,4
c6da4d474979d61864031c4fc1d312e8,cf584a4ad70d2963a100705830e6ae4d,45,ABC School Supply,Technology,STUDENT RESPONSE SYSTEM -GOT IT- 24 STUDENT,1335124,1175.14,1
5995321a8992b7d4750c64bf0518d389,cf53db87d130be11fc253b7c5d755e8b,767,Lakeshore Learning Materials,Technology,CE772 - Ready-To-Go Listening Center,CE772,179,1
c271a159ba426058aa54d4e060e08c34,cf53db87d130be11fc253b7c5d755e8b,767,Lakeshore Learning Materials,Technology,RE530X - Historical Nonfiction Read-Alongs - Set 1,RE530X,149,1
c9819e51f86f5d87d5f0a7a5b8c7fce7,cf53db87d130be11fc253b7c5d755e8b,767,Lakeshore Learning Materials,Technology,RE250X - Fairy Tales Read-Alongs,RE250X,149,1
4dd9f6ad27d755f25a3708a9597ee322,cf4badf379488342dff6e590a19275fd,767,Lakeshore Learning Materials,Books,RE820X - Classroom Classics Read-Alongs - Set 3,RE820X,159,1
66d029920d869a0ef2fda9f0cb778185,cf4badf379488342dff6e590a19275fd,767,Lakeshore Learning Materials,Books,RE679 - The Carrot Seed Read-Along,RE679,40.5,1
34b0858cdb971bf8228fc2c2169203e4,cf4badf379488342dff6e590a19275fd,767,Lakeshore Learning Materials,Books,RE780X - Kevin Henkes Read-Alongs,RE780X,159,1
4e61127110c384d44751f90b92598c56,cf4badf379488342dff6e590a19275fd,767,Lakeshore Learning Materials,Books,RE275X - Favorite Picture Book Read-Alongs - Set 4,RE275X,199,1
7fb8e6ec48c1227fc19dd7cbb7e13c9b,cf4badf379488342dff6e590a19275fd,767,Lakeshore Learning Materials,Books,RE295X - 3rd Grade Read-Alongs,RE295X,169,1
d9aa5d0439666aecdbc52761011e4491,cf4badf379488342dff6e590a19275fd,767,Lakeshore Learning Materials,Books,RE676 - I Went Walking Read-Along,RE676,40.5,1
1ad01fb4702e8115e0fe9992e091aa74,cf44d0a2c3d892c66c38b6d0f99de0de,45,ABC School Supply,Supplies,PAPER ORIGAMI TRANSPARENT 6 SQUARE,246687,16.14,10
c1d68110a11886628710d14f4464c45d,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,MASKS FAIRY TALE WITH EASY TO READ PLAYS SET OF 4,086079,45.56,1
375a6691c4135a74b54e1308ffecf76a,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,COSTUME ROLE REVERSIBLES SET 4 VESTS,074772,56.99,1
465259423f06ee04df683c53c67e8ffb,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,LET'S PLAY SCHOOL SET,076571,35.14,1
ee46a86a68939cb4da9c34b216946536,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,BLOCKS CREATIVE BLOCKS SET OF 46,1385395,31.34,2
0de1ab4e422aff9d09392efbf7c7356a,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,THEATER PUPPET TABLE TOP CENTER STAGE,1305277,41.27,1
ced7c64e14ec34cae404926221c88112,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,LANGUAGE ARTS CENTERSOLUTIONS LEARNING GAMES GR K,1326104,23.74,1
31b27594209c5c8e9e9fed5ae6ac425c,cf32ab4f38c569c87200e8f71b887268,762,Sax Arts & Crafts,Supplies,PLAYDOH  SET OF 4,217341,3.75,6
cf0f7a03fc4fd0c19d9bc8c2274c97d9,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,BLOCKS MAGIC BUILDING SHAPES SET OF 54,387486,21.84,1
5656b01a964847ab8f0dc39629aa4156,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,PUZZLE FLOOR SEARCH AND LEARN DOWN MY STREET,1397976,14.24,1
17d2c2f8f18fa1ed1410df6d45df82f4,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,PUPPET ETHNIC OCCUPATION SET,503552,47.49,1
7e51da5e9698abc5d9be5443a98d97a3,cf32ab4f38c569c87200e8f71b887268,773,School Specialty,Supplies,PUPPET AFRICAN-AMERICAN FAMILY SET OF 4,362889,28.49,1
07c1694555836d61c7c3c980378b48f1,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,"Carolina(tm) Pipettor, 20-200 uL",214657,160.55,3
5b069d2ae61a00a6259f45d0866f7534,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,"Aquarium Tank, Glass, 10 Gal",671230,35.1,9
915a420d8d30f0eadc1e70be7d6e35d4,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Rocketfish?- Tablet Stylus - Red,BB12335994,2.8,1
adaa604d91199551912f7e3f0bb17808,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Rocketfish?- Tablet Stylus - Blue,BB12336013,2.8,4
16e173a97026a165203139a5714fd603,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Apple&#174; VGA adapter,BB10949674,29.99,1
b38718457f5b60044985402299ee7904,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Belkin video / audio cable - HDMI - 20 ft - B2B,BB11270945,31.28,1
985eb7b832a67072550aeeb1e3c1fcf0,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Asus - Keyboard Docking Station - Champagne Gold,BB12230853,131.84,1
73ae408716a54fdfd43d0ebfe4ba0e9e,cf3073d67506c3e36490a57056f2e60c,150,CDW-G,Supplies,Panasonic HX WA03   camcorder   flash card,3007350,203.43,1
ab7706e0c6666864616208f7e3ed46b0,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,"Carnivorous Plant Terrarium,  - NeedByDate: 08/21/2013",163691,36.05,1
2de9bbb786d9d9e9102b8986a7f3b54d,cf3073d67506c3e36490a57056f2e60c,150,CDW-G,Supplies,Targus Laser Presenter Remote,1871474,47.39,1
0abeaa90e0d1273b4133e8443b86343f,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Rocketfish?- MY WAY Case for Kindle Fire and Samsung Galaxy Tab 2 7.0,BB11652228,7.83,4
995bf2fa0fa262b7baf2b942ba77aee8,cf3073d67506c3e36490a57056f2e60c,150,CDW-G,Supplies,Seagate Expansion STBX1000101   hard drive   1 TB   USB 3 0,2855154,69.29,1
f58c53fa701d10c54e3623017c55f10d,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Brother DR420 - drum kit,BB11157673,104.99,1
54a209d475a399bfdd2f658d5069e7a6,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,Carolina Investigations(tm) for AP* Biology Bundle,747505,878.75,2
bfa4ebd07d53db142b5e2b79aab0faf0,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,"Carolina Electronic Balance 300g,Readability 0.1 g",702011,142.5,3
2b4eb7ce97d5fb57956d4f28848e8047,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Belkin - Keyboard Case for Most 7' Tablets - Black,BB12430443,46.57,4
e00e893b9abae0b482c5465aa1c924fb,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,AP Biology Exam Preparation Neo/Quiz,398665,66.45,1
1a3066781a36eacecff8c5b3ac69d60b,cf3073d67506c3e36490a57056f2e60c,184,Sargent-Welch,Supplies,Two Chamber 5.5L Ply Pro Wtrbath ,WLS1801-73,719.96,1
ecc4dfe32b8251886a3737018f06cf47,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,Origin of Life 8-Station Kit for AP Biology,747500,94.95,2
7878064021477885484543bb009a342e,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,"Micropipet Tips, Yellow, NS, 1-200 uL, Rack of 96",215050,10.45,1
b0539ada9e5e8ffcc9555e79e3a292d6,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Brother DCP 7060D - multifunction printer ( B/W ),BB11240895,159.99,1
0c39fceb275f7edca32d8ed4a54618c2,cf3073d67506c3e36490a57056f2e60c,184,Sargent-Welch,Supplies,Centrifuge Powerspin ,WLS15806,292.5,1
6758b024889abf8bfe13a400f5ecd34f,cf3073d67506c3e36490a57056f2e60c,95,Carolina Biological Supply Company,Supplies,Carolina(tm) White-Light Box,213693,170.05,1
6fce2f083b84baee51ba22f46818edf8,cf3073d67506c3e36490a57056f2e60c,184,Sargent-Welch,Supplies,Ap Bio Daily Lesson Plans CD ,WLS320816-CD,575.1,1
aeb16a285e8758843af2418fb93a2286,cf3073d67506c3e36490a57056f2e60c,82,Best Buy for Business,Supplies,Avanti MO7192TB - microwave oven - freestanding - black,BB11255082,69.99,1
e6e75485ba47d90c2faa1d817d5ab6aa,cf2844f61f53230105f93415f1a992aa,82,Best Buy for Business,Technology,Apple&#174; iPad&#174; mini Wi-Fi - tablet - iOS 6 - 64 GB - 7.9,BB12424873,529.99,1
