projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
c105f3a7a595a145b303c3b905e20dd1,t,t,t,t,t,t,t,f,83.0,1.0,5.0
c0e60d88372958e42ee838b6ff219d29,f,f,f,t,t,f,f,f,100.0,0.0,1.0
c0be8abcfe768ad3c9a8fc8d46c8566f,f,f,t,f,f,f,t,f,0.0,0.0,1.0
c0a5ef91f97b1ab7f2e22b3eddba5dfa,t,t,t,t,t,f,t,f,100.0,1.0,2.0
c09e8764d4a8ac50e0d78885398e9cc0,f,,f,,f,,,,,,
c087ffc35de3ef1bda4b847cec44666b,f,f,t,t,t,t,f,f,100.0,0.0,3.0
c07488c31cf313d2a8d1b621d79ea956,f,f,t,t,t,t,f,f,82.0,0.0,14.0
c06253fc91a86ec73c44388cb0de5911,f,f,f,f,t,f,f,f,100.0,0.0,1.0
c034185011414bd3aea2020262f0fb2c,f,t,t,t,f,t,f,f,36.0,3.0,7.0
c0101588f2f94668a8de0fb303b6b193,f,f,t,t,f,t,t,f,57.0,0.0,6.0
bfeac05e53ee7a6506b9f8fab24a420d,t,t,t,t,t,t,f,f,100.0,1.0,10.0
bfd9778fd057d4632dc58bfcd16396da,f,t,t,t,f,t,t,f,50.0,10.0,5.0
bfcc4cef7d6ebd872431abfac0869aad,t,t,t,t,t,t,t,f,77.0,4.0,7.0
bf9419379aacd823e055e61f7195a8b3,f,,f,,f,,,,,,
bf8ee3243b3d6a529d53448707a5becd,f,t,t,t,f,t,f,f,55.0,6.0,5.0
bf63ab48f423073b0eabbdcef183bc9a,f,f,f,t,f,f,f,f,,0.0,1.0
bf5de742a5f662fa8d02c25361473c7e,f,f,f,t,t,f,f,f,100.0,0.0,2.0
bf58bedcd6376e1cf4732c2c9c866e1f,f,f,f,f,f,f,f,f,,0.0,1.0
bf4e9911f80131170041c22e3bf5a590,f,f,t,t,f,f,t,f,0.0,0.0,1.0
bf188cbbcde40646593306132d177223,f,,f,,f,,,,,,
bf1084963541c214ab16b9eba6be9879,f,f,t,t,t,t,t,f,100.0,0.0,6.0
bef58db8bc14f6ecd0fbb7c6f8ef6a93,f,f,t,t,f,t,t,f,58.0,0.0,11.0
bef47305027205206fa929c1b3983ae5,f,f,t,f,f,f,t,f,0.0,0.0,1.0
beed53174025d8b4ded9fec235315499,f,f,f,f,t,f,f,f,100.0,0.0,1.0
bed9f14a7da3756d45989db2f1759931,f,f,t,f,f,f,t,f,0.0,0.0,1.0
bec9f931a9170ce529bf025036af37f7,f,f,t,f,f,f,t,f,0.0,0.0,1.0
bebfc76e45068f95a09b0b4885cf9b25,f,t,f,t,t,t,f,f,75.0,2.0,3.0
beb78b91dbf4c29117e9855fb76e6123,f,t,t,t,f,t,t,f,57.0,5.0,11.0
bea8d64bb20881e1974ffed57e4d474d,f,,f,,f,,,,,,
bea1c20882f97c05a9e26acf7055ee13,f,f,t,f,t,f,t,f,100.0,0.0,1.0
be8b223808fa615cae6a6492eccf7dc7,f,f,t,t,f,t,t,f,33.0,0.0,3.0
be7b60afde0c5b564e34ae3e13795a8a,f,f,t,t,t,f,t,f,100.0,0.0,2.0
be37d970d4493c6c4393419c4513d316,f,,f,,f,,,,,,
be0e4d9626b693712eb036736c1f2c26,f,f,f,t,t,f,f,f,100.0,0.0,2.0
bdf0639398f836050db6074caebc8a96,f,f,t,f,f,f,t,f,0.0,0.0,1.0
bdedead1cdf8f986872f7cc63a79f556,f,f,t,t,f,f,t,f,0.0,0.0,1.0
bde095c555128a79c03035d37e91d6a2,t,t,t,t,t,t,t,f,83.0,10.0,6.0
bdbf6c3f71b399308c06f94b211561a5,f,f,f,f,t,f,f,f,100.0,0.0,1.0
bdb31b8b6ec487b46aa0883e865b791c,f,,f,,f,,,,,,
bda8672a4452b65fca820d567f4f4615,f,f,f,t,t,f,f,f,100.0,0.0,1.0
bd9efbc8476eabf753956d26b5ba516e,f,t,f,t,t,f,f,f,100.0,1.0,1.0
bd9e5e7b9239559e8bb7035f313916c0,f,f,t,t,f,t,t,f,50.0,0.0,3.0
bd964db6fcc9d366d11be7aaaef09a60,f,f,t,t,f,t,t,f,33.0,0.0,3.0
bd92257bc69d324c195f6a3ef57294c1,t,t,t,t,t,t,t,t,85.0,1.0,6.0
bd7ff3a5fa20de2e8ccdf9ab4d56aac8,f,f,t,f,f,f,t,f,50.0,0.0,2.0
bd720d294d82196e1f4c4ec3a96d0dc6,f,t,t,t,f,f,f,f,33.0,2.0,1.0
bd46d20c543bc3ea9ed498ad10eebd51,f,f,t,f,f,f,t,f,0.0,0.0,1.0
bd3cf6ca8af9954d453a807cc7362cbc,f,f,t,t,f,f,t,f,50.0,0.0,2.0
bd2894cf453d91e395c758626736838d,f,,f,,f,,,,,,
bd13f640a4d99f27a9609fda9ff276b4,f,,f,,f,,,,,,
bcebaf3ef1db0dd5046c7c43188168d2,f,f,t,f,f,t,t,f,0.0,0.0,3.0
bcdc71766d11ff5a77e608bd37af1a6a,f,f,t,t,f,t,t,f,50.0,0.0,3.0
bcab9baa90fd7507b56a67e3a7116c01,f,f,t,t,t,t,t,f,100.0,0.0,5.0
bc8412d4ceb382da4eef4ea01e7d3fcd,f,t,t,t,f,t,f,f,54.0,9.0,3.0
bc7746e229af38b484999a6b46cc7f2a,f,t,t,t,f,f,t,f,50.0,2.0,1.0
bc44d70108b625c33fbc27c49173bff9,t,t,t,t,t,t,t,f,66.0,2.0,6.0
bc41d2a0eda0f1cc42c6b2fdb9ef8dc0,f,f,t,f,f,f,t,f,0.0,0.0,2.0
bc2a44b8e6819310096666f7b8deba9f,f,f,f,f,f,f,f,f,,0.0,1.0
bc06581de1443a9c1833fe2101cb0b75,f,,f,,f,,,,,,
bbdfc4aa83cc42cb5803dc3c17e1fdbd,f,,f,,f,,,,,,
bbc9d368556fb5e74c8c5d6b2cb0fcb7,f,f,t,t,f,f,t,f,,0.0,1.0
bbaca3fd53b2099567658545658dd4c3,f,f,t,t,t,t,t,t,100.0,0.0,5.0
bb9d36afebadb49da43b9476928250a8,f,f,t,f,t,t,f,f,80.0,0.0,4.0
bb6ce7d6725bc79ad5c7c7234c9f0af0,f,f,f,t,t,t,t,f,75.0,0.0,3.0
bb4e7c42c495646244fec2cb27e0ea5f,f,f,f,f,f,t,f,f,50.0,0.0,3.0
bb368a1aab2be3c4c40aca1a5417a91c,f,f,t,t,f,t,t,f,0.0,0.0,3.0
bb2517630694e03278d7e52ea1c6394c,t,t,t,t,t,t,f,f,71.0,6.0,3.0
baede57a0055af0471ea47e56f77a5a9,f,,f,,f,,,,,,
bada08e547366c85d4f361599d38d051,f,t,f,t,t,t,f,f,80.0,2.0,3.0
bac20ad6946314fd8e739a623dd441df,f,f,t,t,t,t,t,f,100.0,0.0,4.0
ba9fb0dd6b0b8df04236eb1f4e60f1aa,f,f,t,t,f,f,t,f,0.0,0.0,2.0
ba94a148e5e8ead5cf4c67188804b16e,f,t,t,t,f,t,f,f,33.0,1.0,8.0
ba770c18612982c6eee92d42a7f22e86,f,f,t,t,f,f,f,f,50.0,0.0,2.0
ba6f402eb402f90399caacf917a51944,f,f,t,t,f,t,t,f,61.0,0.0,14.0
ba49da883f1ab6c33300d23b5e535b26,f,,f,,f,,,,,,
ba3d1ba0c64fa55b18b8f53f22788835,f,,f,,f,,,,,,
ba359df24d2fadc83d7c3a6c9ad39f93,f,f,f,t,f,t,t,f,60.0,0.0,5.0
ba2a76715167a6d0c03fb5c8fc76054a,f,f,t,t,t,t,t,f,66.0,0.0,3.0
ba1b9432ebd1e4325a42c90df7d10704,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ba15a95055e3c577d4a21c4949218c8f,f,f,f,t,t,t,t,f,100.0,0.0,4.0
ba09827105a2cc86970acf8d380dd6a4,f,f,f,f,f,f,f,f,0.0,0.0,2.0
ba0737eda650e26d57bb78c0981f833e,f,f,t,f,f,f,t,f,50.0,0.0,2.0
b9e70738410c8cc514803eafdf673850,f,f,t,t,f,t,t,f,46.0,0.0,8.0
b9b9489d837ea87ae4d839462f61a6c8,t,t,t,t,t,t,t,f,66.0,8.0,3.0
b9a8a2a0b5c0f8c2f76315b9490bb15a,f,f,t,t,t,t,t,f,75.0,0.0,4.0
b993b1a4502c235c3d27dd239f2c48b7,f,t,t,t,f,t,t,t,60.0,1.0,12.0
b96ea6c65eb2c06b311132d1273fe4c5,f,f,f,f,f,f,f,f,,0.0,1.0
b96e6c896406848f4156f3f23c7fc9aa,f,t,f,t,t,t,t,f,71.0,3.0,7.0
b95ca7e25303517ed70ecd14c6bafacc,f,t,t,t,f,t,f,f,57.0,8.0,6.0
b957862eb714915a3408d1dc6590f94b,f,t,t,t,f,f,t,f,33.0,2.0,2.0
b9410f1a11bdf4ae67dc8b20ec4a49cc,f,f,t,f,f,f,t,f,0.0,0.0,2.0
b92a93e2245e77006afcee1fd77c53b6,f,f,t,t,f,t,t,f,0.0,0.0,4.0
b91fdf6acfdc4cebd177e87f43616b29,f,f,t,t,f,t,t,f,50.0,0.0,4.0
b90de9c72d01971ee5390524c6bde02c,f,f,f,f,t,t,f,f,66.0,0.0,3.0
b907f44ab1c0e877e317e6a9a94e5cb0,f,f,t,t,t,f,t,f,100.0,0.0,2.0
b8f8346de7de9ac3c149354703bbce98,f,f,f,t,t,f,f,f,100.0,0.0,1.0
b8f2d95b5054b85b61ab17485d12ac62,f,f,f,t,t,f,f,f,100.0,0.0,1.0
b8e0cd192b589b812a7acfda20188a6e,f,f,t,t,t,t,t,f,66.0,0.0,3.0
b8ddf4e11d2e3c63d486ad2565a9f772,f,f,t,t,t,t,t,f,85.0,0.0,9.0
b8d86b66e6bf0c97276f2151b98cbf5f,f,f,f,t,f,f,t,f,50.0,0.0,2.0
b8b5d5f6fe0dc8b74d5c50c852e49cdb,f,t,t,t,f,t,f,f,40.0,3.0,4.0
b8a3f21baf555f36b1dac036951b8e26,t,t,t,t,t,t,t,f,66.0,3.0,7.0
b89528625764575968651e5880351426,f,f,t,t,f,t,t,f,50.0,0.0,3.0
b8434f604e1fca7e1642802fea9d8e82,f,f,t,t,f,t,t,f,33.0,0.0,7.0
b81a9ea055d1a27e298e287f0906baa0,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b80f326f38a4ab2e6d389ad64482e992,f,t,t,f,t,f,f,f,100.0,1.0,2.0
b800a68352ecd4219d1611e18711ed3c,f,t,t,t,f,f,t,f,0.0,3.0,1.0
b80003d740a39b0006a5b6a70c584440,f,,f,,f,,,,,,
b7fc2b1d2f4a994d764b2aba87abefa1,f,f,t,t,f,t,f,f,60.0,0.0,12.0
b7e93ce43a2f5059791a0d3fd6d1f929,f,,f,,f,,,,,,
b7a3647303b99580072e32add87c5ffb,f,f,t,t,f,t,t,f,50.0,0.0,3.0
b79f6fcdbca0e3f40d7d656d2960e5f6,f,f,t,t,t,t,t,f,100.0,0.0,3.0
b78eff721e1b4c660ccc9864c046684b,f,f,t,t,t,t,t,f,66.0,0.0,5.0
b7739479a5fbe696f18bce432f63b32c,t,t,t,t,t,t,t,f,75.0,1.0,5.0
b6f10a605790bfce32ab29bbc68a5ca3,f,,f,,f,,,,,,
b6d0cb1ed9b8482104ad4715eba490bc,f,f,f,t,f,f,f,f,,0.0,1.0
b6a4de7b5b97a2ac4363c4ae854c605d,t,t,t,t,t,t,t,f,66.0,3.0,4.0
b6738ab08e44fcafa3e626ab3561cb6d,t,t,t,t,t,t,t,f,88.0,6.0,5.0
b62ad73978933491949079fca1c33cd8,f,,f,,f,,,,,,
b6254b54e5d3201f19a339c5a14da449,f,t,f,t,t,t,t,f,100.0,1.0,4.0
b61607545126703e67e8761a05aa50d5,f,,f,,f,,,,,,
b60f4a3dee3d7d8b058191e96742417e,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b605f566ca49e540a83adae89097933b,f,f,t,t,f,t,f,f,60.0,0.0,5.0
b5f38cc312cd356790085162488967e2,f,f,f,f,f,f,f,f,,0.0,1.0
b5ee80e79b5dd3167b779cb395e9ccf5,f,t,t,t,f,f,f,f,50.0,4.0,1.0
b5d80937edd45a4b5d338e51695f57c3,f,f,t,t,f,f,t,f,0.0,0.0,2.0
b5d70a4c53c7ff7e32676a699c68cf2b,f,f,t,t,t,t,t,f,100.0,0.0,5.0
b5d037c5688a0f4782f35dd24bf3c7d8,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b5c7c6f09219e2eec191c2766712e366,f,,f,,f,,,,,,
b5c1419e3a061a47a185ab451ad958ee,t,t,t,t,t,t,t,f,66.0,1.0,7.0
b55621ca0af295e82929559ba0ab4a79,f,,f,,f,,,,,,
b5474ab4f497a21dac549c2bcd5bed6b,f,,f,,f,,,,,,
b536a25c491992fb3747eda8add8382c,f,f,t,t,t,t,t,f,66.0,0.0,3.0
b51d2dfaf3f913d439a8e0759ec82e29,f,,f,,f,,,,,,
b504d48c532c866311e63db9213e78b1,f,t,f,t,t,f,f,f,75.0,2.0,2.0
b4dc82352dbeec838dd5f7f1f774bad7,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b4d869c6c98702835b9d8a6136b9effd,t,t,t,t,t,t,t,f,80.0,2.0,10.0
b4d34c70cd744a2f7fc087d21cfe4470,f,f,t,f,f,t,f,f,50.0,0.0,15.0
b4d15508eeef07cdee91a30c0d153559,f,f,f,t,f,t,f,f,50.0,0.0,4.0
b4b80b5a735664b30741a31a48736ec0,f,f,f,f,f,f,f,f,,0.0,1.0
b4b72fcc476b6b5336c4793f09b7aa13,f,f,t,t,t,t,t,f,66.0,0.0,3.0
b4b4d00989818b96ee1914292d197428,f,t,t,t,f,f,t,f,33.0,2.0,1.0
b43954df02c4944575a3de516e4277f9,f,f,t,t,t,t,t,f,87.0,0.0,11.0
b42c5c1f8c53c55ec1d6a2bbe9843626,f,f,t,t,t,t,t,f,100.0,0.0,4.0
b41dd2c0b03a75f43c98d7d9d2a39153,f,f,t,f,t,f,t,t,100.0,0.0,1.0
b41638c8e89f082b742aaeca9d8e65d8,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b40e7c0980b1c2bb672e2b55647cee64,f,f,t,t,f,f,t,f,0.0,0.0,2.0
b3f2fabfcb10866a2e92ace0388209c1,f,,f,,f,,,,,,
b3dd55d38ae15b699a186c83ad5f07e9,f,t,t,t,f,f,t,f,37.0,7.0,1.0
b3d2c40f631e19ab64127c24ed0ada6e,f,t,t,t,f,t,t,f,33.0,2.0,5.0
b3ccb3dde00aeefb2ab91bdfde81d105,t,t,t,t,t,t,t,f,66.0,2.0,13.0
b3c97f3e126b95a50deca9a66d4df2db,f,f,t,t,f,t,f,f,33.0,0.0,3.0
b3c7ddeb2c62eeedcd57db2c19cfc3d2,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b3bb8d38a65238491c98ab40b2cd1655,f,f,t,f,t,f,t,f,100.0,0.0,1.0
b39a75b30aed71a2b03b531c2c4dbe73,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b38d8b97a3b1a321962a38a912c42b61,f,f,t,t,t,t,t,f,100.0,0.0,5.0
b3790229d997c5a55d09427bbb99a8a5,f,f,t,t,t,t,f,f,75.0,0.0,10.0
b374bb2d688c5dcb4e988fe11747d52e,f,t,t,t,f,f,t,f,50.0,1.0,1.0
b35c94a27245e525c9521e83a120aa96,f,,f,,f,,,,,,
b34bb61064fa5ea8213461f59a0bd511,f,f,t,t,f,t,t,f,50.0,0.0,3.0
b31a92c58546db34e328c87b3912b2c2,f,f,t,t,t,t,t,f,100.0,0.0,7.0
b2fde4f72e053f2bbd9adc893720adca,f,f,t,t,t,t,f,f,80.0,0.0,5.0
b2e80bfa9308138440e2ff0e554337c1,f,,f,,f,,,,,,
b2dfef3d32474626ded53babecb742a3,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b2b06638857cb300d9e3c4565fce7402,f,,f,,f,,,,,,
b292827f404e88172a40c6cdedf98d5e,f,f,t,t,f,f,t,f,0.0,0.0,2.0
b28484503f4230e2928b7011c2cc245c,f,f,t,f,f,f,t,f,,0.0,1.0
b27d39439c203b9fad627b22532b6970,f,f,t,t,t,t,t,t,83.0,0.0,9.0
b254a2228d4962bc8c574e9f3a993bbe,f,f,t,f,f,f,t,f,50.0,0.0,2.0
b23c84b5adcc29dcd0ed327ecb093de6,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b21400b0565e88ccd00ed08ee8ccfab5,f,f,t,f,f,f,t,f,0.0,0.0,2.0
b208c88ae415dac9c75e6101aa7f6172,f,f,t,t,t,t,t,f,100.0,0.0,3.0
b1def53280bad46b65434ad3b6a3256a,f,t,t,t,f,f,t,f,25.0,4.0,2.0
b1bf16ee6a7091f961b56c15c8f8c8b9,t,t,t,t,t,t,t,f,64.0,6.0,7.0
b1a11c8da659226a202e37a4c1503a83,f,t,f,t,t,f,f,f,100.0,2.0,1.0
b18c8570d785a067e436251597e21049,f,f,t,t,t,t,t,t,66.0,0.0,9.0
b1840b3784919876bd265fbaea69e43c,f,f,t,f,f,f,t,f,0.0,0.0,2.0
b177fa182d34f1a605f0da8b7577a3f9,f,t,t,t,f,f,t,f,44.0,5.0,2.0
b17699c35a23b8c47da6227a17c0c80c,f,,f,,f,,,,,,
b175e112ae656ca4a680cd569fa25fb8,f,f,f,t,t,f,f,f,100.0,0.0,2.0
b16630946689e0e30ff7df2c90fab1ad,t,t,t,t,t,t,t,f,80.0,4.0,3.0
b153e2af00f37adc7f46230233d3433f,f,f,f,f,t,f,f,f,100.0,0.0,1.0
b14aea8ed4904812bd495f1db424964d,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b14ae8105612d3508517bba06ddc69d7,f,f,t,f,f,f,t,f,0.0,0.0,2.0
b1449dcececa3acf458554c89340fa85,t,t,t,t,t,t,t,f,66.0,2.0,14.0
b11832a91135e137f751d6248edc5261,f,f,t,f,f,t,t,f,50.0,0.0,16.0
b103ac0062a8d3a53f5f19f74b068445,f,f,f,t,t,f,f,f,100.0,0.0,1.0
b0fe584578f03f72edb73b349d64da9b,f,,f,,f,,,,,,
b0f7374bae8a37e41bed5a1abb997697,f,f,t,f,f,f,t,f,0.0,0.0,1.0
b0e7b25b69e01735e4dce866f0e6f186,f,f,f,t,t,t,f,f,100.0,0.0,3.0
b0d66efdda79499727f36ecb687240be,f,,f,,f,,,,,,
b0cefe74249c53bc48ac702ca2f40c7f,f,t,t,t,f,t,f,f,57.0,4.0,4.0
b0c6fdaaf29264c2ae62eb401d2b121c,f,,f,,f,,,,,,
b08b97414dc7ec3f6b96d11a964fa231,f,f,t,f,t,f,t,t,100.0,0.0,1.0
b0631c6d5f18cd2582d30e30c90a2bb6,t,t,t,t,t,t,t,f,66.0,1.0,6.0
b04cdd4e1adb16d6efb7aaa3335c1704,f,f,f,f,f,t,f,f,0.0,0.0,3.0
b04bf8b9f545a2e9d7d9b19438114dd2,f,f,t,t,f,t,f,f,57.0,0.0,9.0
b020d3c50e60d93655280cf87733877b,f,t,t,t,f,t,f,f,53.0,4.0,21.0
aff20deb6abd6799d87076879bc130cf,f,f,t,t,t,f,t,f,100.0,0.0,1.0
afdec26f5bece6c30d4507d1a966e5a6,f,t,t,t,f,t,f,f,36.0,4.0,10.0
afd13cbc7d2c78e4118dab2c0f5fa121,f,f,t,f,f,f,t,f,0.0,0.0,1.0
afb5be2e5ed8b2512db0aaa0f42ff1ac,f,,f,,f,,,,,,
af9eb3b2f89a0746ce01189d70ab8620,f,f,f,f,t,f,f,f,100.0,0.0,1.0
af8172eb6e2518f5f2e77bf8497ed7c2,f,f,t,t,f,t,t,f,50.0,0.0,4.0
af6ae6eed54b92042caa2ae441d7bb37,f,t,t,t,f,t,f,f,50.0,1.0,5.0
af5c81103727618392a633e50846a1a9,f,f,t,f,f,f,t,f,50.0,0.0,2.0
af476590f3ff635392384070fccb9987,f,t,t,t,f,f,t,f,50.0,2.0,2.0
af27ba1fd4910057ce0e90d410bce363,f,f,t,t,t,t,t,f,100.0,0.0,6.0
af180570487e454baa6d18b6e71dfb55,f,f,t,t,t,t,t,f,66.0,0.0,6.0
aeeca14497483a8121fc474f89859d34,f,t,t,t,f,t,t,f,20.0,3.0,5.0
aedfd56989649388275aabcb915c7f35,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ae7a8fe0ce971334766f62d4319792cd,f,f,t,f,f,t,t,f,5.0,0.0,19.0
ae627d5e2efa75ee558fc5af26f6e256,f,f,t,f,f,t,t,f,57.0,0.0,9.0
ae3985564da9cdf6baad3ce8da86d2e1,f,f,f,f,f,f,f,f,,0.0,1.0
ae2827bf2f94a6dab6878abee7c26158,f,f,f,t,t,f,t,f,100.0,0.0,2.0
ae16e9948c3c9d478b53158e66c86041,t,t,t,t,t,t,t,f,94.0,3.0,18.0
adf4bd3de5fe67331788edbe0c907107,f,t,t,t,f,t,t,f,33.0,1.0,5.0
adc8e9232f7ba0928eedd9fc455a1d20,f,f,t,t,t,t,f,f,100.0,0.0,3.0
adc367b8f6ffdba6e63b2249d3f6170b,f,,f,,f,,,,,,
adacc33e8f80035f86dea45ab8ad29ab,f,f,f,f,f,f,f,f,0.0,0.0,1.0
ad9b890b73510767bf4b825a7ac726d8,f,f,f,f,t,f,f,f,100.0,0.0,1.0
ad92004b517353cb64f1659597c8b75f,f,t,t,t,f,t,t,f,56.0,4.0,12.0
ad8286a9a42a46c7cda5af63c3d91d03,f,f,t,t,f,t,t,f,53.0,0.0,11.0
ad7f42dee447e2d8e874466ed5bafa84,f,t,t,t,f,t,t,f,61.0,8.0,4.0
ad656f37fe2e55723cc79a2c69283d5d,f,t,t,t,f,t,t,f,60.0,2.0,3.0
ad462519596a2eb37dd2ab9174cddcc6,f,f,f,t,t,f,f,f,100.0,0.0,1.0
ad4450c4f16fb5522a65d413d84eb402,f,f,t,t,t,t,t,f,66.0,0.0,4.0
ad3aa0ead7a0e0dae180029440d98339,f,t,t,t,f,f,f,f,0.0,3.0,0.0
ad2fe7a9e1f2e9de40fedf39f6f7e4f8,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ace124e3330bc04ee5413db9102f488a,t,t,t,t,t,t,t,f,66.0,3.0,5.0
acdaac438419987a328796227248547a,f,t,t,t,f,t,t,f,27.0,4.0,4.0
acda68cf7d1e3aeb7b13b4aab879b185,f,t,t,t,f,t,f,f,33.0,2.0,3.0
acd04687f472c02d341a7481a2b6718e,f,f,f,f,t,f,f,f,100.0,0.0,1.0
acb9b05c91a7ec2faa02f16e1dd3e3bf,f,f,f,f,t,f,f,f,100.0,0.0,1.0
ac97223994cbe27f15311daab8c8b2e3,f,f,f,f,t,f,f,f,100.0,0.0,1.0
ac83bafdf11cb56f70f46641bd02992c,t,t,t,t,t,t,t,f,94.0,9.0,15.0
ac5471b77fbe7312d1b036d47b14c386,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ac44c98392f1363b32c4c2d49e35fa9c,f,f,t,t,f,t,f,f,31.0,0.0,11.0
ac320b96cb56edb400cd626916ca34c8,f,f,f,t,f,f,f,f,50.0,0.0,2.0
ac2f1c52a5920add8d13d8acca71d20e,f,t,t,t,f,t,t,f,60.0,2.0,3.0
ac1eee1e3094f357e7db512cf648f27c,f,f,t,f,f,f,t,f,50.0,0.0,2.0
ac1b6191e30f2f023994e0a546511c93,f,f,f,t,t,t,f,f,85.0,0.0,8.0
abfd67e0f03439cdc993050cb4b7ec2d,f,f,t,f,t,f,f,f,100.0,0.0,2.0
abf25b7762b051bcabc6e5815880476b,f,t,t,t,f,t,f,f,40.0,2.0,4.0
abed31c6a4004c58c7f5981a76e0a7ff,f,t,t,t,t,f,f,f,100.0,2.0,1.0
abcd6095e318259e7ea6d62df600fa3a,f,t,t,t,f,f,f,f,55.0,5.0,1.0
abb967e82b58993e40e230bc65741af1,f,f,f,f,t,t,f,f,100.0,0.0,3.0
abab55e4cae5d688d74aad95228860d6,f,t,t,t,f,f,f,f,0.0,5.0,0.0
ab9554a49718af1740fd0bd5f5409874,f,t,t,t,f,t,t,f,33.0,2.0,12.0
ab777e165f1139e10242621679d6c4af,f,,f,,f,,,,,,
ab715145b6290afcae935c2764b5fa9e,f,,f,,f,,,,,,
ab4aaeb675108da79a443d0ae0c98793,f,t,f,t,t,f,t,f,100.0,3.0,2.0
ab34bf739c0ba4fa6bbc85478fe640bb,f,f,t,f,t,f,f,f,100.0,0.0,1.0
ab2dd9c8476112f5e56119f23e1deda3,f,t,t,t,f,t,f,f,57.0,3.0,3.0
ab252e5e6552b48dca15cbef0ffb88fb,f,,f,,f,,,,,,
aae4628829520cf5bf847240d113565f,f,t,t,t,f,t,t,f,25.0,2.0,4.0
aadf8b2ede903e02e6b82ab6bd38db1a,f,,f,,f,,,,,,
aaa1bae33939e7e305f59decc6823ad4,f,f,t,f,t,f,t,f,100.0,0.0,2.0
aa9ff5639680de946173886668b565f6,f,f,t,t,t,f,t,f,100.0,0.0,1.0
aa9d9777e17018dd8ab3028effa62c45,f,f,t,f,f,f,t,f,0.0,0.0,1.0
aa956f4cfcba23efc2271203e3e8fa12,f,,f,,f,,,,,,
aa92b64c8d8604cfcd55d249176f05b6,f,f,t,t,t,t,t,f,100.0,0.0,6.0
aa84c2253affe26111ff21bd4d2ae3a5,f,f,t,t,f,t,t,f,20.0,0.0,5.0
aa81e32a7eadfb1f530920383c17bec6,f,f,f,t,t,t,f,f,100.0,0.0,6.0
aa787b39f6334a4336eefd21961ac9bd,t,t,t,t,t,t,t,f,100.0,2.0,3.0
aa55f95961858bd45e8ad6c9bd4a5be6,f,f,t,t,f,t,t,f,40.0,0.0,6.0
aa1af5ac08458dafdea63c02092e4a4a,t,t,t,t,t,f,t,f,80.0,5.0,1.0
aa0c6cb39e01e2719ae4fac06485a7c7,f,f,f,t,f,t,f,f,33.0,0.0,3.0
aa097e67fd1a5bb0d2ebb64c68c0b12b,f,f,t,t,f,t,t,f,0.0,0.0,4.0
aa018ff00e3bec1d69883531123aa529,f,f,t,t,t,t,f,f,75.0,0.0,6.0
a9d01d038c0ffc93ef051420720431fe,t,t,t,t,t,f,t,f,66.0,1.0,2.0
a9c5d7790e0de2fd434a60ef0f9354f0,f,,f,,f,,,,,,
a9bfbf2afc52603b97fad529832ada03,f,,f,,f,,,,,,
a9bbc4bcfc95c45638c9e4ca9d8d4a14,f,f,f,t,t,f,t,f,100.0,0.0,1.0
a9a32dbadadc63e8078f23e551607802,f,f,t,t,f,t,t,f,50.0,0.0,3.0
a982eace4b69aaf14881c3c9bd41157a,f,f,t,t,t,t,t,f,90.0,0.0,11.0
a95cdcf842e97fefeb6501e583029fd7,f,,f,,f,,,,,,
a955c396325bccd869a6c5c65a10d941,t,t,t,t,t,t,t,f,75.0,3.0,4.0
a93ea563319ba646a36a5038afb7a15f,f,f,t,t,t,t,t,f,100.0,0.0,4.0
a920f9323284a941c5cc9d53445705cb,f,f,t,t,t,f,t,t,100.0,0.0,1.0
a8ef7b2b546f1ec9f9b87a286ceda968,f,f,t,t,f,t,t,f,15.0,0.0,15.0
a8ea4e0fde449629cf4624323af12df8,f,f,t,t,f,t,t,f,10.0,0.0,6.0
a8c59edd84dafd9016c5d8677ecbcd34,f,f,t,f,f,t,t,f,0.0,0.0,26.0
a8be6e69ff4183d262fb496cb0403672,f,f,t,t,t,t,t,f,62.0,0.0,7.0
a8845874274cddfc16e689fb6c97f7c1,f,f,t,t,f,t,f,f,55.0,0.0,10.0
a874bcf4138d0c2937f29d1e58a97ffb,f,t,t,t,f,f,f,f,42.0,6.0,0.0
a871d64db646887d1b4cffbde94d63a6,f,t,f,f,f,t,f,f,0.0,1.0,12.0
